t,V10,N10,m10,h10,V30,N30,m30,h30,V50,N50,m50,h50,V100,N100,m100,h100
76.5,55.82952777,0.734487505,0.972789708,0.101711784,-4.392422249,0.58383525,0.02937988,0.211843074,9.829409036,0.512114118,0.136116982,0.250726779,38.05191127,0.616291828,0.597599934,0.098034783
76.6,50.97352162,0.74127321,0.962436692,0.093272272,-4.114571424,0.578067556,0.030341514,0.217963947,10.25075548,0.511364271,0.141526012,0.250900951,40.47191753,0.62331285,0.641108971,0.092114146
76.7,46.27489856,0.746310497,0.948208705,0.086085956,-3.831977098,0.572460268,0.031353196,0.223900606,10.68462972,0.510764025,0.147193981,0.250891889,42.56520951,0.630940956,0.683764478,0.0861381
76.8,41.70933907,0.749769254,0.929056525,0.080145958,-3.544894977,0.567012282,0.032415584,0.229654548,11.13401688,0.510316192,0.153155606,0.25069429,44.09157533,0.638962044,0.723196509,0.080282696
76.9,37.23302191,0.751786627,0.903684126,0.075450127,-3.253592374,0.561722495,0.033529708,0.235227281,11.60257261,0.510024663,0.159453719,0.250301377,44.87194422,0.647091023,0.757279549,0.074699373
77,32.774533,0.752466745,0.870488858,0.071995945,-2.958348046,0.556589799,0.034696797,0.240620323,12.09482124,0.509894671,0.166141508,0.24970453,44.83758638,0.655016775,0.784545409,0.069503149
77.1,28.22468372,0.75187777,0.827436843,0.06978193,-2.659451363,0.551613076,0.035918163,0.245835199,12.61642987,0.509933142,0.173285522,0.248892788,44.03371127,0.662451901,0.804290398,0.064774376
77.2,23.42996018,0.750047457,0.77185981,0.06881788,-2.357200969,0.546791198,0.037195143,0.250873441,13.17459121,0.510149168,0.180969824,0.247852185,42.58401647,0.66916809,0.816402244,0.06056658
77.3,18.2046965,0.746961386,0.70026835,0.069143579,-2.051902989,0.542123014,0.038529054,0.255736581,13.77856818,0.510554648,0.189301735,0.24656483,40.64333229,0.675009556,0.821079329,0.056914321
77.4,12.40276873,0.742574308,0.608674846,0.070855565,-1.743869051,0.537607357,0.039921166,0.260426157,14.4404799,0.511165183,0.198419977,0.245007626,38.36028519,0.679888512,0.818593938,0.053838665
77.5,6.123580176,0.73685394,0.49494344,0.074136487,-1.433414,0.53324303,0.041372683,0.264943704,15.17645793,0.512001344,0.208506354,0.243150453,35.85669371,0.683771092,0.809156496,0.05135043
77.6,0.024226424,0.729870252,0.365325121,0.079230162,-1.120853397,0.529028809,0.042884731,0.269290757,16.00837805,0.513090502,0.219802832,0.24095352,33.22059519,0.686660789,0.792868085,0.049452411
77.7,-4.784088709,0.721879635,0.240536598,0.086225265,-0.806500926,0.52496344,0.044458347,0.273468849,16.96650745,0.514469539,0.232636914,0.238363446,30.50761516,0.688583471,0.769726714,0.048141772
77.8,-7.696942268,0.71327866,0.144531072,0.094766263,-0.490665564,0.521045633,0.046094476,0.277479507,18.09362807,0.516188943,0.247459996,0.235307356,27.74689477,0.689575744,0.739660688,0.047413103
77.9,-9.099685432,0.704430687,0.084049075,0.104199991,-0.173648724,0.517274061,0.047793967,0.28132425,19.45157001,0.518319158,0.264906092,0.231683826,24.94979963,0.689677232,0.702581357,0.047261859
78,-9.672327774,0.695560626,0.050478429,0.113986918,0.144258722,0.513647363,0.049557573,0.285004592,21.13167328,0.520960644,0.28588232,0.227348972,22.1210484,0.688926931,0.658467765,0.047687279
78.1,-9.86544474,0.686776869,0.033014639,0.123830434,0.462779475,0.510164136,0.051385957,0.288522033,23.27144732,0.524260099,0.311706733,0.222095693,19.27246211,0.687363719,0.607510905,0.048693683
78.2,-9.895098585,0.678125334,0.024219114,0.133596084,0.781652829,0.506822945,0.053279698,0.291878061,26.07992949,0.52843669,0.344307035,0.215626355,16.43871631,0.685030898,0.550343755,0.050288868
78.3,-9.853628711,0.669624157,0.019884782,0.143227243,1.100637717,0.503622316,0.0552393,0.295074147,29.8705013,0.533823013,0.386457514,0.207533171,13.69125913,0.681983932,0.488341005,0.052478297
78.4,-9.779485153,0.661279862,0.017807003,0.152700678,1.419515723,0.500560742,0.057265208,0.298111744,35.07928558,0.540920505,0.441865422,0.197351939,11.14132157,0.678298891,0.423865785,0.055254381
78.5,-9.688841184,0.653094149,0.016865351,0.162007142,1.738094024,0.497636685,0.059357826,0.300992278,42.17534788,0.550438673,0.514393782,0.184849496,8.921057143,0.674077171,0.360212889,0.05858272
78.6,-9.588660307,0.645066693,0.016497335,0.171143307,2.056208298,0.494848582,0.061517542,0.303717151,51.22399143,0.563193396,0.604838401,0.170554371,7.142690183,0.669442061,0.30103282,0.062391822
78.7,-9.482022233,0.63719631,0.016421823,0.180108413,2.373725563,0.492194849,0.063744747,0.30628773,60.97308761,0.579632879,0.705061689,0.155754339,5.857097005,0.664526434,0.249380253,0.066574952
78.8,-9.370324858,0.62948145,0.016498462,0.18890284,2.690546922,0.489673886,0.066039875,0.30870534,68.66330297,0.599090542,0.797439181,0.141570759,5.040627134,0.659456569,0.206939348,0.07100642
78.9,-9.254217375,0.621920423,0.016657182,0.197527491,3.00661031,0.487284086,0.068403433,0.310971262,72.22676018,0.619747223,0.867296801,0.128479817,4.616250131,0.654339364,0.173885031,0.075563832
79,-9.134007275,0.614511489,0.016863016,0.20598351,3.321893212,0.485023845,0.070836044,0.313086722,71.96710517,0.639689165,0.91259601,0.116576304,4.488370637,0.649256956,0.149306978,0.080144639
79.1,-9.00984325,0.607252909,0.017098564,0.214272159,3.636415412,0.482891567,0.073338491,0.315052881,69.29065209,0.657731225,0.939079565,0.105831615,4.569249982,0.6442679,0.131793852,0.084672118
79.2,-8.881799895,0.600142964,0.017355242,0.222394753,3.950241862,0.480885679,0.075911769,0.316870824,65.35399096,0.673396049,0.952993479,0.096191386,4.790341763,0.639411708,0.119876072,0.08909335
79.3,-8.749918332,0.593179967,0.017628905,0.230352633,4.263485746,0.479004642,0.078557144,0.318541548,60.84477786,0.686612358,0.958534662,0.087605413,5.102939113,0.634713998,0.112256903,0.093373849
79.4,-8.614225959,0.586362262,0.017917659,0.238147152,4.57631188,0.477246963,0.081276215,0.320065948,56.13930372,0.697494899,0.957959082,0.080036746,5.474298144,0.630190855,0.107887938,0.097492052
79.5,-8.47474679,0.579688229,0.018220751,0.245779665,4.888940574,0.475611214,0.084070988,0.321444799,51.4379875,0.70622959,0.952202809,0.073463189,5.883058402,0.625852049,0.105962616,0.101434943
79.6,-8.331506552,0.573156287,0.018538013,0.253251533,5.201652172,0.474096041,0.086943957,0.322678738,46.84164046,0.713018831,0.941372338,0.067874536,6.315472585,0.621703241,0.105878012,0.105194974
79.7,-8.184535736,0.566764884,0.018869579,0.260564115,5.514792503,0.472700191,0.089898197,0.32376824,42.39154609,0.718056322,0.925051207,0.063266815,6.762720759,0.617747423,0.10719076,0.108768038
79.8,-8.033871082,0.560512507,0.01921574,0.267718769,5.828779543,0.471422526,0.092937474,0.324713593,38.08898446,0.721515515,0.90248002,0.059635488,7.219132015,0.613985858,0.109577732,0.112152167
79.9,-7.879556483,0.55439767,0.019576869,0.274716854,6.14411167,0.470262052,0.09606637,0.325514871,33.90304362,0.723543711,0.872653122,0.056970916,7.681052155,0.610418671,0.112804474,0.115346716
80,-7.72164357,0.548418921,0.019953382,0.281559731,6.461378018,0.46921794,0.099290431,0.32617189,29.7733601,0.724258176,0.834350793,0.055259398,8.146137701,0.607045247,0.116701201,0.118351843
80.1,-7.560191932,0.542574833,0.020345718,0.288248759,6.781271538,0.468289561,0.102616341,0.326684175,25.61390169,0.723743565,0.786125588,0.054490709,8.612920249,0.603864478,0.121145083,0.12116818
80.2,-7.395269221,0.536864009,0.020754326,0.2947853,7.104605572,0.46747652,0.106052143,0.327050904,21.32480974,0.722052144,0.726305904,0.05466997,9.080538875,0.600874952,0.126047421,0.123796621
80.3,-7.226951215,0.531285073,0.021179657,0.301170716,7.432334995,0.4667787,0.109607495,0.327270847,16.82346182,0.719210474,0.653197254,0.055830209,9.548576068,0.598075072,0.131344474,0.12623817
80.4,-7.055321744,0.525836674,0.021622163,0.307406371,7.76558337,0.466196308,0.113293997,0.327342294,12.1111311,0.715238381,0.565873518,0.058040758,10.01695744,0.595463161,0.136990958,0.128493841
80.5,-6.880472546,0.520517481,0.022082294,0.313493632,8.105678019,0.465729942,0.117125597,0.327262964,7.376039342,0.710185024,0.466067703,0.061399564,10.48589116,0.593037544,0.142955475,0.13056458
80.6,-6.702503073,0.515326182,0.022560491,0.319433866,8.454195623,0.465380664,0.12111911,0.327029889,3.051875827,0.704173964,0.360756851,0.065982871,10.95583271,0.590796616,0.149217352,0.132451196
80.7,-6.521520235,0.510261483,0.023057188,0.325228442,8.813021977,0.465150091,0.125294872,0.326639271,-0.342916259,0.697423715,0.262208926,0.071741991,11.42746624,0.588738916,0.155764472,0.134154306
80.8,-6.337638116,0.505322102,0.023572806,0.330878732,9.184430989,0.465040516,0.129677604,0.326086305,-2.558094864,0.690208447,0.182119668,0.078433887,11.90169787,0.586863189,0.162591858,0.135674275
80.9,-6.150977621,0.500506771,0.024107755,0.336386109,9.571190197,0.465055058,0.134297533,0.32536494,-3.747514468,0.682780403,0.124843138,0.085699265,12.37965875,0.585168455,0.169700784,0.137011167
81,-5.961666076,0.495814234,0.024662433,0.341751948,9.976703347,0.465197852,0.139191891,0.324467577,-4.250656943,0.675319293,0.087510849,0.093213291,12.86271668,0.583654083,0.1770983,0.138164673
81.1,-5.769836792,0.491243243,0.025237216,0.346977624,10.40520555,0.465474313,0.144406926,0.323384666,-4.361894414,0.667931812,0.064576209,0.100758783,13.35249637,0.582319869,0.184797096,0.139134052
81.2,-5.575628582,0.486792558,0.025832464,0.352064515,10.86203436,0.465891468,0.150000662,0.322104165,-4.265664407,0.660674656,0.05103467,0.108213983,13.85090981,0.581166123,0.19281563,0.13991805
81.3,-5.379185243,0.482460941,0.026448517,0.357013999,11.35401222,0.466458424,0.156046716,0.320610798,-4.061511406,0.653576216,0.043328785,0.11551667,14.36019825,0.580193773,0.20117851,0.14051481
81.4,-5.180654996,0.478247161,0.027085692,0.361827453,11.88999639,0.467187003,0.162639696,0.318885025,-3.799860255,0.646650251,0.0391767,0.122636508,14.88298801,0.57940448,0.209917137,0.140921766
81.5,-4.980189905,0.474149987,0.027744279,0.366506257,12.48168493,0.468092638,0.169902959,0.316901583,-3.505799057,0.639903221,0.037181339,0.129559198,15.42236382,0.578800777,0.21907061,0.141135515
81.6,-4.777945252,0.470168187,0.028424545,0.371051789,13.1448249,0.469195665,0.178000005,0.314627355,-3.191909933,0.633337972,0.036504898,0.13627836,15.98196399,0.578386241,0.228686944,0.141151666
81.7,-4.574078904,0.46630053,0.029126727,0.375465426,13.9010672,0.470523223,0.187151556,0.312018202,-2.864670786,0.626955546,0.036649214,0.142791542,16.56610281,0.578165699,0.238824649,0.140964653
81.8,-4.368750643,0.462545778,0.029851033,0.379748547,14.78089496,0.472112124,0.197661831,0.309014095,-2.527567163,0.620756064,0.037318885,0.149098272,17.17992691,0.578145477,0.249554756,0.140567508
81.9,-4.162121494,0.458902691,0.030597641,0.383902527,15.82837813,0.474013342,0.209959993,0.305531428,-2.182601482,0.614739166,0.038338811,0.155199104,17.82961415,0.578333724,0.260963367,0.139951585
82,-3.954353032,0.455370023,0.031366693,0.38792874,17.10914716,0.476299235,0.224667391,0.301450434,-1.83103132,0.608904231,0.039605209,0.16109513,18.52262423,0.578740804,0.273154854,0.139106228
82.1,-3.745606684,0.45194652,0.032158304,0.391828561,18.72418792,0.479075644,0.242709613,0.296593947,-1.473735608,0.603250484,0.041056667,0.166787741,19.26801077,0.579379794,0.286255801,0.13801837
82.2,-3.536043036,0.44863092,0.032972549,0.39560336,20.83440916,0.482502921,0.265507629,0.290690725,-1.111398752,0.59777705,0.042657027,0.172278495,20.07680138,0.580267106,0.300419771,0.136672064
82.3,-3.325821128,0.445421951,0.033809473,0.399254506,23.70508112,0.48683384,0.295306525,0.283312832,-0.744604196,0.592482984,0.044385241,0.177569044,20.962444,0.581423263,0.315832888,0.135047959
82.4,-3.115097775,0.442318335,0.034669083,0.402783366,27.78422709,0.492483386,0.335720329,0.273782788,-0.37388201,0.587367277,0.046229319,0.182661098,21.94129507,0.582873842,0.332719978,0.133122758
82.5,-2.90402689,0.439318778,0.035551355,0.406191302,33.81992783,0.500153195,0.392469701,0.261127645,0.000267468,0.582428866,0.04818272,0.187556395,23.03307793,0.584650604,0.351350545,0.130868759
82.6,-2.692758833,0.436421979,0.036456228,0.409479674,42.91029839,0.511009596,0.473461658,0.244510527,0.3773628,0.57766663,0.05024216,0.192256692,24.26114283,0.586792751,0.372042909,0.12825371
82.7,-2.481439778,0.433626625,0.037383609,0.412649841,55.86514591,0.526703908,0.584179239,0.224695361,0.75693764,0.573079391,0.052406294,0.196763749,25.65218033,0.589348176,0.395163064,0.12524137
82.8,-2.270211098,0.430931392,0.038333371,0.415703155,70.62295832,0.548442155,0.712798511,0.204299304,1.138540934,0.56866591,0.054674906,0.201079325,27.23472898,0.592374342,0.421111918,0.121793558
82.9,-2.059208798,0.428334945,0.039305359,0.418640965,81.0745428,0.574900742,0.825456897,0.185160168,1.521739496,0.564424886,0.057048415,0.205205167,29.03535799,0.595938063,0.450290286,0.117874801
83,-1.848562991,0.425835936,0.040299388,0.421464616,84.26584667,0.602422036,0.900085276,0.167707325,1.906122,0.560354957,0.059527575,0.209143011,31.07090589,0.600112834,0.483026374,0.113460979
83.1,-1.638397362,0.42343301,0.041315241,0.424175448,82.68062096,0.628096411,0.941876762,0.151903145,2.291303845,0.556454697,0.062113298,0.212894569,33.33509703,0.604971672,0.519449799,0.108552676
83.2,-1.428828737,0.421124799,0.042352684,0.426774796,78.89471613,0.650762488,0.963522494,0.137632399,2.676932558,0.552722619,0.06480655,0.21646153,35.77939903,0.610573005,0.559309233,0.103191273
83.3,-1.21996669,0.418909929,0.043411457,0.429263989,74.15643679,0.670212492,0.973907581,0.124779622,3.062693504,0.549157181,0.067608308,0.219845548,38.292688,0.616938352,0.601770566,0.097471035
83.4,-1.0119131,0.416787014,0.04449128,0.431644349,69.03706516,0.686594463,0.977762934,0.11324499,3.448315763,0.545756786,0.070519544,0.223048238,40.69192636,0.624024695,0.645296332,0.091537223
83.5,-0.804761891,0.414754664,0.045591858,0.433917192,63.82763747,0.700172482,0.977296245,0.102948605,3.833578038,0.542519795,0.073541246,0.226071168,42.74054516,0.631701386,0.687744223,0.085565396
83.6,-0.598598761,0.412811481,0.046712886,0.436083826,58.68285616,0.711234517,0.973336085,0.09383168,4.218314568,0.53944453,0.076674454,0.228915847,44.20125759,0.639746072,0.726744753,0.0797302
83.7,-0.393500906,0.410956065,0.04785405,0.438145552,53.68061034,0.720054818,0.965939126,0.085855897,4.602421083,0.536529292,0.079920322,0.231583716,44.9041082,0.647868954,0.760221804,0.074179814
83.8,-0.189536853,0.409187009,0.049015029,0.440103659,48.85267141,0.726879287,0.954688711,0.079000607,4.985860612,0.533772371,0.083280186,0.234076138,44.79197636,0.655759146,0.786781632,0.069025679
83.9,0.013233675,0.407502908,0.050195505,0.441959429,44.2010882,0.731921147,0.938839364,0.073257462,5.368669577,0.531172063,0.086755663,0.236394375,43.9195961,0.663133743,0.805788298,0.064345185
84,0.214759857,0.405902356,0.051395162,0.443714131,39.70478321,0.735360593,0.917385515,0.068623144,5.750963854,0.52872669,0.090348754,0.238539578,42.41568741,0.669771188,0.817171879,0.060189717
84.1,0.414999848,0.404383948,0.052613694,0.445369021,35.31898002,0.737344902,0.889083279,0.065092743,6.132945495,0.526434619,0.094061964,0.240512761,40.43584678,0.675522665,0.821146709,0.056592339
84.2,0.613920812,0.402946284,0.053850807,0.446925343,30.97063768,0.737987302,0.852424266,0.062657775,6.51490988,0.524294291,0.097898457,0.24231478,38.12675477,0.680306283,0.817983383,0.053573012
84.3,0.811498917,0.401587968,0.055106226,0.448384327,26.55446889,0.737364577,0.805553752,0.061311749,6.89725407,0.522304243,0.101862205,0.243946302,35.60710495,0.684092497,0.807882721,0.051141688
84.4,1.007719318,0.400307615,0.056379698,0.449747185,21.93689799,0.735515365,0.746164929,0.061063031,7.280486689,0.520463142,0.105958186,0.245407774,32.96165468,0.686887564,0.790935012,0.049300508
84.5,1.202576117,0.399103848,0.057670998,0.451015111,16.98336617,0.73244397,0.671544853,0.061952336,7.6652398,0.518769822,0.110192599,0.246699383,30.24316544,0.688718835,0.767129789,0.048046243
84.6,1.396072317,0.3979753,0.058979934,0.452189281,11.64051029,0.728138975,0.579315048,0.064071288,8.05228387,0.517223321,0.114573119,0.247821007,27.47864677,0.689623478,0.736391074,0.047373417
84.7,1.58821976,0.396920622,0.060306348,0.45327085,6.102698221,0.722618503,0.469963565,0.067568628,8.44254674,0.515822928,0.119109197,0.248772162,24.678299,0.689641149,0.698632351,0.047277738
84.8,1.779039087,0.395938479,0.061650129,0.45426095,0.964683331,0.7159987,0.351505958,0.072594534,8.837137802,0.51456824,0.123812427,0.249551935,21.84688417,0.688810744,0.653845605,0.047758918
84.9,1.96855969,0.395027555,0.06301121,0.455160686,-2.993953991,0.708534634,0.24105906,0.079130393,9.237379343,0.513459222,0.128696989,0.250158902,18.9977266,0.687171307,0.602252968,0.048821739
85,2.156819698,0.394186556,0.06438958,0.45597114,-5.433289561,0.700563608,0.155152789,0.086848732,9.644847571,0.512496286,0.133780196,0.250591026,16.16852929,0.684766941,0.54454535,0.0504741
85.1,2.343865988,0.39341421,0.065785284,0.45669336,-6.650146714,0.692384365,0.098100999,0.095252196,10.06142631,0.511680383,0.139083181,0.250845541,13.43471951,0.68165475,0.48218463,0.052720751
85.2,2.529754233,0.392709271,0.067198432,0.457328367,-7.13997452,0.684190549,0.063977038,0.103927085,10.48937787,0.511013117,0.144631779,0.25091879,10.91077843,0.67791314,0.417633503,0.055552124
85.3,2.714549003,0.392070521,0.068629207,0.457877144,-7.262023433,0.676084248,0.044738409,0.112627939,10.93143766,0.510496891,0.150457655,0.250806029,8.728956106,0.673645924,0.354254836,0.058930559
85.4,2.89832393,0.391496774,0.070077865,0.458340638,-7.208956806,0.66811352,0.034265433,0.121232532,11.39094136,0.510135084,0.156599784,0.250501182,6.997104054,0.668977965,0.295685253,0.062780838
85.5,3.081161941,0.390986875,0.071544748,0.458719757,-7.072123967,0.660299709,0.02873687,0.129684542,11.87199712,0.509932294,0.163106414,0.249996501,5.75887677,0.664042204,0.244872954,0.066993499
85.6,3.263155589,0.390539705,0.073030292,0.459015364,-6.893133159,0.652651861,0.025952974,0.137958833,12.3797224,0.509894641,0.1700377,0.249282143,4.984130604,0.658963504,0.203351306,0.071442215
85.7,3.444407488,0.390154187,0.07453503,0.459228275,-6.690914626,0.645173462,0.024690032,0.146044477,12.92057331,0.510030184,0.177469291,0.248345575,4.592535568,0.653846484,0.171166298,0.076005946
85.8,3.625030874,0.389829282,0.076059607,0.459359255,-6.474234956,0.637865475,0.024276677,0.153937012,13.50280883,0.510349476,0.185497292,0.247170792,4.488344305,0.648770877,0.147334602,0.080584536
85.9,3.805150308,0.389563997,0.077604789,0.459409014,-6.247274106,0.630727707,0.024346358,0.161634979,14.13715711,0.510866337,0.19424522,0.245737207,4.585396168,0.643793178,0.130423443,0.085103732
86,3.984902564,0.389357388,0.079171474,0.459378198,-6.012107941,0.623759431,0.024699154,0.169138344,14.83778616,0.511598933,0.203873927,0.244018103,4.817143341,0.638951341,0.118972926,0.089512646
86.1,4.164437711,0.389208564,0.080760708,0.459267392,-5.769829228,0.616959676,0.025226024,0.176447773,15.62374697,0.512571328,0.214595987,0.241978396,5.13661848,0.634269893,0.111708785,0.093778264
86.2,4.343920437,0.389116687,0.082373701,0.459077103,-5.52106441,0.610327363,0.025867568,0.183564292,16.52115886,0.513815755,0.226696917,0.239571358,5.512367924,0.629764185,0.107607016,0.097880018
86.3,4.523531665,0.389080984,0.084011843,0.458807762,-5.266217579,0.603861368,0.026591593,0.190489114,17.56658517,0.515376006,0.240567022,0.236733708,5.923912114,0.625443513,0.105882588,0.101805532
86.4,4.703470485,0.389100744,0.085676731,0.45845971,-5.005588508,0.597560559,0.027380879,0.197223564,18.81234467,0.517312647,0.25674989,0.233378139,6.358079461,0.621313223,0.105949853,0.105547667
86.5,4.88395652,0.389175332,0.087370191,0.458033193,-4.739431099,0.591423804,0.028226498,0.203769027,20.3349867,0.519711183,0.276017009,0.229381821,6.806418947,0.617376111,0.107378637,0.109102567
86.6,5.065232753,0.389304188,0.089094311,0.457528345,-4.46798291,0.585449979,0.029124131,0.210126932,22.24886056,0.52269515,0.299482384,0.22456891,7.263495194,0.613633304,0.109855612,0.112468424
86.7,5.247568956,0.389486841,0.090851475,0.456945184,-4.191480209,0.579637971,0.030072033,0.216298737,24.72735246,0.52644731,0.328773324,0.218685702,7.725805851,0.610084844,0.113153493,0.115644686
86.8,5.43126582,0.389722912,0.092644408,0.45628359,-3.910165607,0.573986672,0.031069906,0.222285917,28.03318304,0.531243516,0.366258779,0.211373834,8.191107499,0.606730058,0.117107707,0.118631572
86.9,5.616659958,0.390012129,0.094476226,0.455543292,-3.624291738,0.568494978,0.032118255,0.228089967,32.54876364,0.537502672,0.415247876,0.202177343,8.657999926,0.603567802,0.121599205,0.121429745
87,5.804129966,0.390354337,0.096350501,0.454723848,-3.334122701,0.563161787,0.033218033,0.233712392,38.75438075,0.545841058,0.479741967,0.190702354,9.125670838,0.60059664,0.126542049,0.124040116
87.1,5.99410381,0.390749513,0.098271333,0.453824618,-3.039934156,0.557985993,0.034370424,0.239154709,46.9843768,0.557058093,0.562529054,0.177078321,9.593739404,0.597814965,0.131874523,0.126463694
87.2,6.187067884,0.391197782,0.100243445,0.45284474,-2.742012673,0.552966481,0.035576727,0.244418439,56.69467146,0.571854629,0.660152871,0.162331381,10.06216066,0.595221096,0.137552854,0.12870149
87.3,6.383578137,0.391699437,0.10227229,0.451783092,-2.440654511,0.548102125,0.036838277,0.249505113,65.6719759,0.590137924,0.758402974,0.147777592,10.53116784,0.592813362,0.143546799,0.130754438
87.4,6.584273849,0.392254965,0.104364195,0.450638255,-2.136163918,0.543391782,0.0381564,0.254416264,71.17648675,0.610519944,0.839334297,0.134173148,11.00123904,0.590590169,0.14983659,0.132623332
87.5,6.78989475,0.392865076,0.106526524,0.449408461,-1.828851233,0.538834289,0.039532381,0.259153428,72.46801111,0.630977751,0.895128632,0.12173976,11.47307996,0.588550073,0.156410853,0.134308767
87.6,7.001302468,0.393530737,0.108767896,0.448091531,-1.519030654,0.534428457,0.040967442,0.26371814,70.69703371,0.649961559,0.929152385,0.110484466,11.94761818,0.586691842,0.163265241,0.135811082
87.7,7.219507647,0.394253217,0.111098448,0.446684804,-1.207017797,0.530173073,0.042462733,0.268111937,67.21241978,0.666713184,0.948019887,0.100358387,12.42600699,0.585014526,0.170401602,0.137130307
87.8,7.44570448,0.395034146,0.113530173,0.445185041,-0.893127141,0.526066888,0.044019316,0.272336351,62.89749276,0.681014929,0.956915608,0.091307615,12.90963792,0.583517533,0.177827533,0.138266095
87.9,7.681315226,0.395875577,0.116077352,0.443588311,-0.577669236,0.522108623,0.045638162,0.276392911,58.24664879,0.692917961,0.95888784,0.083288781,13.40016195,0.582200703,0.185556268,0.139217659
88,7.928047731,0.396780075,0.118757108,0.441889841,-0.260947871,0.518296963,0.047320145,0.28028314,53.52632866,0.702585859,0.955388779,0.076273228,13.89952079,0.581064403,0.193606837,0.13998369
88.1,8.187971077,0.397750828,0.121590129,0.440083829,0.056742882,0.514630553,0.049066046,0.284008552,48.87514754,0.710218048,0.946847274,0.070245966,14.40999007,0.580109625,0.202004473,0.140562269
88.2,8.463615983,0.398791786,0.124601622,0.438163203,0.37512169,0.511108006,0.050876551,0.287570652,44.35755644,0.716014094,0.933051685,0.065201082,14.93423686,0.579338107,0.210781275,0.140950754
88.3,8.758110674,0.399907845,0.127822582,0.4361193,0.693922977,0.507727892,0.052752262,0.290970931,39.99118097,0.720157426,0.913379323,0.061135073,15.47539477,0.578752477,0.219977142,0.141145655
88.4,9.075365607,0.40110509,0.131291524,0.433941443,1.012899976,0.504488749,0.054693701,0.294210865,35.75897165,0.722807564,0.886926826,0.058040838,16.03716149,0.578356421,0.229641027,0.141142476
88.5,9.420327453,0.402391117,0.135056806,0.431616376,1.331827741,0.501389078,0.056701329,0.297291913,31.61343832,0.724095577,0.852569602,0.055905926,16.62392409,0.578154897,0.239832552,0.140935526
88.6,9.799346258,0.403775475,0.139179978,0.429127473,1.650506118,0.498427351,0.05877556,0.300215508,27.47920601,0.724120865,0.808964771,0.054717272,17.24091926,0.578154396,0.25062408,0.140517687
88.7,10.2206917,0.405270275,0.143740391,0.426453655,1.968762663,0.49560201,0.060916781,0.30298306,23.26022621,0.722949814,0.754533874,0.054471555,17.89443665,0.578363259,0.262103325,0.139880137
88.8,10.69532212,0.406891047,0.148842024,0.42356782,2.286455493,0.492911476,0.063125382,0.305595944,18.86046721,0.720618992,0.687542077,0.055187923,18.59207505,0.578792089,0.274376617,0.139012005
88.9,11.23804491,0.408657985,0.154623525,0.420434546,2.60347606,0.490354154,0.065401781,0.3080555,14.23269617,0.717147832,0.606562195,0.056919066,19.34306074,0.579454255,0.287572919,0.137899967
89,11.86930884,0.41059779,0.161273474,0.417006633,2.919751899,0.487928437,0.06774646,0.310363021,9.468429639,0.712566914,0.511828228,0.059753088,20.15863436,0.580366531,0.301848681,0.136527773
89.1,12.61807371,0.412746478,0.169054296,0.413219708,3.235249349,0.485632719,0.070160007,0.312519749,4.894660532,0.70696155,0.407707182,0.063786064,21.05250278,0.58154988,0.317393485,0.134875714
89.2,13.52657373,0.415153833,0.178340927,0.408983461,3.549976276,0.483465401,0.072643155,0.314526863,1.030527799,0.700508797,0.304466474,0.069039068,22.04132859,0.583030426,0.334436218,0.132920083
89.3,14.65852202,0.417890724,0.189685507,0.404166846,3.863984912,0.481424903,0.075196837,0.316385471,-1.713691192,0.693466718,0.215076906,0.075355943,23.14517882,0.58484059,0.353250964,0.130632743
89.4,16.11390894,0.421061702,0.203930163,0.398571762,4.177374852,0.479509676,0.077822237,0.318096596,-3.322741856,0.68610655,0.147640288,0.082410702,24.38775129,0.587020361,0.374160812,0.127981011
89.5,18.05703493,0.424827879,0.222412406,0.391883739,4.490296349,0.477718212,0.080520856,0.319661161,-4.089658807,0.678643094,0.102043427,0.089847438,25.79600664,0.589618526,0.397535937,0.124928343
89.6,20.77228477,0.429450963,0.247355353,0.383575252,4.802954027,0.476049063,0.083294581,0.321079977,-4.346477781,0.671213375,0.073379154,0.097398801,27.39850875,0.592693487,0.423779232,0.121436561
89.7,24.77970715,0.435383303,0.282633583,0.372715448,5.115611217,0.474500855,0.086145761,0.322353721,-4.326352816,0.663893302,0.056175791,0.104904719,29.22130452,0.596312871,0.45328841,0.117470837
89.8,31.07202271,0.443459659,0.335240593,0.357669811,5.428595129,0.473072302,0.089077302,0.323482915,-4.161887683,0.656721723,0.046215898,0.112280597,31.27968629,0.600550532,0.486378964,0.11300878
89.9,41.49846461,0.455284663,0.417378606,0.336272689,5.742303149,0.471762235,0.09209277,0.324467901,-3.921672641,0.64971771,0.040695175,0.119484461,33.56421166,0.605478822,0.523152483,0.108054202
90,58.48495414,0.473694683,0.543842993,0.308816032,6.05721061,0.470569617,0.095196506,0.325308815,-3.639970207,0.642890357,0.037868404,0.126496222,36.02114115,0.611153708,0.563309917,0.102653207
90.1,79.7486759,0.501546887,0.704305131,0.28023024,6.373880513,0.46949357,0.098393776,0.326005549,-3.333859784,0.636243817,0.036681478,0.133306643,38.53250554,0.617591715,0.60595212,0.096905356
90.2,93.05271565,0.536643209,0.840174701,0.253712006,6.692975759,0.468533408,0.101690931,0.326557711,-3.012014143,0.629779787,0.036505865,0.139911847,40.90874199,0.624742191,0.64947451,0.090960008
